utc,gsthour,freq,stokesid,ifid,chid,ch,u1,v1,w1,uvdist1,u2,v2,w2,uvdist2,u3,v3,w3,uvdist3,u4,v4,w4,uvdist4,uvdistmin,uvdistmax,uvdistave,st1,st2,st3,st4,st1name,st2name,st3name,st4name,amp,sigma,logamp,logsigma
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-33844823.99995622,350144127.99954706,-209231295.99972937,351776040.2360445,-326577343.99957764,71991279.99990688,-404312255.99947697,334418160.40676296,-421393823.999455,199219279.9997423,-368935903.9995228,466112729.3139497,231123145.5319983,466112729.3139497,345857518.87218887,1,2,3,10,BR,FD,HN,SC,1.7127312188428785,1.1684289981419929,0.5380893003425036,0.7600756080485761
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,-326577343.99957764,71991279.99990688,-404312255.99947697,334418160.40676296,-421393823.999455,199219279.9997423,-368935903.9995228,466112729.3139497,-360448895.9995338,422134303.999454,-613521983.9992063,555086279.0957692,-387539583.99949867,-150923311.9998048,-159730575.99979338,415890340.44023544,334418160.40676296,555086279.0957692,442876877.3141793,1,3,10,2,BR,HN,SC,FD,0.2855060899329795,0.2275790024192873,-1.2534919193500689,0.7153529411251421
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-66131887.99991446,-48947491.99993669,-44599723.99994231,82275656.08074538,108565327.99985956,201715375.99973908,-151338495.99980426,229075366.11000583,-18620257.99997592,-70146391.99990927,48623627.9999371,72575686.82823884,72575686.82823884,231123145.5319983,153762463.63774708,1,2,4,5,BR,FD,KP,LA,0.25820681746833035,0.08418758275269092,-1.3539943970903994,0.32600748534998986
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-231641999.9997004,-119817375.99984504,-143725007.9998141,260795359.9191317,108565327.99985956,201715375.99973908,-151338495.99980426,229075366.11000583,-184130015.99976185,-141016495.9998176,-50501667.99993467,231925666.83344716,229075366.11000583,260795359.9191317,238229884.59864575,1,2,4,7,BR,FD,KP,NL,0.5152068814473911,0.16699085158906554,-0.6631867474345509,0.3240845004117414
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-5151784.999993336,-72405047.99990635,97164743.99987432,72588097.26501238,108565327.99985956,201715375.99973908,-151338495.99980426,229075366.11000583,42360099.99994521,-93604407.99987891,190388079.9997537,102743190.86447117,72588097.26501238,231123145.5319983,158882449.94287193,1,2,4,8,BR,FD,KP,OV,0.36896460670370596,0.12010015988255478,-0.9970545563340443,0.32546636557614855
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-41347779.99994652,-30231893.999960896,-30898017.999960035,51221151.15602976,108565327.99985956,201715375.99973908,-151338495.99980426,229075366.11000583,6163797.499992028,-51431007.99993347,62325387.99991938,51799044.23355829,51221151.15602976,231123145.5319983,140804676.75789806,1,2,4,9,BR,FD,KP,PT,0.335432291615595,0.10958471946918173,-1.092335156303792,0.32665729972624985
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-468946495.99939334,220417663.99971488,-462138527.99940234,518164802.6576103,108565327.99985956,201715375.99973908,-151338495.99980426,229075366.11000583,-421393823.999455,199219279.9997423,-368935903.9995228,466112729.3139497,229075366.11000583,518164802.6576103,361119010.903391,1,2,4,10,BR,FD,KP,SC,0.46892729742720396,0.15220671825469437,-0.757307538698789,0.32454546435406645
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-165510287.99978593,-70870007.99990833,-99124919.99987178,180045031.77727273,42432059.99994511,152767647.99980238,-195937215.99974656,158551045.38044038,-184130015.99976185,-141016495.9998176,-50501667.99993467,231925666.83344716,158551045.38044038,231925666.83344716,200411222.38078964,1,2,5,7,BR,FD,LA,NL,0.42860473998867454,0.16536405081742797,-0.8472201367675218,0.3857861345719273
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,60980643.99992113,-23457725.999969654,141764319.99981663,65336849.110856034,42432059.99994511,152767647.99980238,-195937215.99974656,158551045.38044038,42360099.99994521,-93604407.99987891,190388079.9997537,102743190.86447117,65336849.110856034,231123145.5319983,139438557.72194147,1,2,5,8,BR,FD,LA,OV,0.5879728296877612,0.22548388333235803,-0.5310745401651449,0.3834605845691167
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,24784119.999967944,18715603.99997579,13701648.999982275,31056825.93660725,42432059.99994511,152767647.99980238,-195937215.99974656,158551045.38044038,6163797.499992028,-51431007.99993347,62325387.99991938,51799044.23355829,31056825.93660725,231123145.5319983,118132515.27065106,1,2,5,9,BR,FD,LA,PT,0.5908670459177346,0.2277866076391687,-0.5261642514905737,0.38547915634016083
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-402796191.999479,269366111.9996516,-417567295.99945986,484564623.7428915,42432059.99994511,152767647.99980238,-195937215.99974656,158551045.38044038,-421393823.999455,199219279.9997423,-368935903.9995228,466112729.3139497,158551045.38044038,484564623.7428915,335087885.99231994,1,2,5,10,BR,FD,LA,SC,0.7894813672341403,0.3047221514466965,-0.23637904628167325,0.38594429301536837
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,226491711.99970698,47412283.99993867,240888895.9996884,231400994.54982698,-123080703.9998408,81897303.99989407,-295059903.99961835,147837843.9356699,42360099.99994521,-93604407.99987891,190388079.9997537,102743190.86447117,102743190.86447117,231400994.54982698,178276293.7204916,1,2,7,8,BR,FD,NL,OV,0.030926227472022925,0.009180232905867641,-3.476150669590789,0.29680689821576833
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,190294511.99975383,89585543.99988413,112826671.99985406,210327294.92621645,-123080703.9998408,81897303.99989407,-295059903.99961835,147837843.9356699,6163797.499992028,-51431007.99993347,62325387.99991938,51799044.23355829,51799044.23355829,231123145.5319983,160271832.15686074,1,2,7,9,BR,FD,NL,PT,0.03698591429083162,0.010884206070048053,-3.297218133662979,0.29424401196881483
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-237244575.99969316,340238271.9995599,-318513151.999588,414785571.80128706,-123080703.9998408,81897303.99989407,-295059903.99961835,147837843.9356699,-421393823.999455,199219279.9997423,-368935903.9995228,466112729.3139497,147837843.9356699,466112729.3139497,314964822.6457262,1,2,7,10,BR,FD,NL,SC,0.21072413289745637,0.06130921519445471,-1.5572054279607463,0.29091004542140453
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-36196411.99995318,42173415.99994545,-128062671.99983434,55576769.05663741,103418967.99986622,129309495.99983272,-54166931.99992994,165579070.8329048,6163797.499992028,-51431007.99993347,62325387.99991938,51799044.23355829,51799044.23355829,231123145.5319983,126019507.4137747,1,2,8,9,BR,FD,OV,PT,0.7569697461453985,0.25553720636681704,-0.2784319918051536,0.33753814570196655
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-463839551.9994,292822975.9996212,-559304447.9992766,548536621.6327574,103418967.99986622,129309495.99983272,-54166931.99992994,165579070.8329048,-421393823.999455,199219279.9997423,-368935903.9995228,466112729.3139497,165579070.8329048,548536621.6327574,352837891.82790256,1,2,8,10,BR,FD,OV,SC,0.8814278096793107,0.296308049525846,-0.12621217535959373,0.33612741922944944
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,61051907.99992103,222913823.9997117,-244561135.99968368,231123145.5319983,-427586207.99944687,250650143.99967584,-431258015.99944216,495636419.1203109,67216551.99991307,171483135.99977818,-182236047.9997643,184186130.8434363,-421393823.999455,199219279.9997423,-368935903.9995228,466112729.3139497,184186130.8434363,495636419.1203109,344264606.2024238,1,2,9,10,BR,FD,PT,SC,1.3609588596747746,0.48442984541029677,0.308189495199797,0.35590440467817624
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,435894792.18219495,129966210.57008126,253407410.23742145,454857654.37277806,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,47599741.82055111,-21238407.07373873,93396808.63790745,52122982.99611178,52122982.99611178,454857654.37277806,268393482.4232919,1,2,3,4,BR,FD,HN,KP,0.24559053046581167,0.08193537817673024,-1.404089640187774,0.33365301072584863
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,47599741.82055111,-21238407.07373873,93396808.63790745,52122982.99611178,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-388260462.1421473,-151204050.59098038,-160027697.34095442,416663954.9780537,52122982.99611178,416663954.9780537,258332160.42966455,1,3,4,2,BR,HN,KP,FD,3.9119416791911537,1.557600657345448,1.3640338438792226,0.3981850675357379
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,369624292.6089505,80926863.85387428,208748636.8746937,378379802.5527929,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,-18654894.299226,-70276874.15674222,48714074.78805534,72710687.81518902,72710687.81518902,378379802.5527929,254420945.67306492,1,2,3,5,BR,FD,HN,LA,0.6149113367600721,0.20168700922929592,-0.4862771894386068,0.32802022992871316
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,-18654894.299226,-70276874.15674222,48714074.78805534,72710687.81518902,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,-388260462.1421473,-151204050.59098038,-160027697.34095442,416663954.9780537,72710687.81518902,416663954.9780537,245815210.16268387,1,3,5,2,BR,HN,LA,FD,1.7392941725368087,0.7313846242938316,0.5534793829616932,0.4207322305511259
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,203771539.96369615,9923001.908375237,109498632.68485518,204013005.62966526,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,-184472523.73166865,-141278806.51961032,-50595608.20664269,232357081.19946882,204013005.62966526,335040225.2287717,250740844.78835297,1,2,3,7,BR,FD,HN,NL,1.1974494638857276,0.3907522435035708,0.18019384806439598,0.3263468980057825
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,-184472523.73166865,-141278806.51961032,-50595608.20664269,232357081.19946882,-123309651.4234294,82049644.50608465,-295608756.92806035,148112843.12220374,-388260462.1421473,-151204050.59098038,-160027697.34095442,416663954.9780537,148112843.12220374,416663954.9780537,283043526.1321245,1,3,7,2,BR,HN,NL,FD,0.3861293814359379,0.10980556110452933,-0.9515827806120748,0.28435199679058115
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,430771455.750184,57426286.63830275,350753062.6421087,434582357.5413494,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,42438895.74487332,-93778525.36638454,190742228.611042,102934307.65268621,102934307.65268621,434582357.5413494,276027489.37957835,1,2,3,8,BR,FD,HN,OV,0.4344431386484641,0.14231061346607438,-0.8336902090119588,0.32759672456044875
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,42438895.74487332,-93778525.36638454,190742228.611042,102934307.65268621,103611341.82861675,129550029.85276504,-54267690.11328213,165887071.19718155,-388260462.1421473,-151204050.59098038,-160027697.34095442,416663954.9780537,102934307.65268621,416663954.9780537,255131389.7641733,1,3,8,2,BR,HN,OV,FD,5.082687367345137,2.371033532539991,1.6258401310341974,0.4681118450737681
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,394459299.4426102,99677582.06811498,222466522.69459105,406858402.0070135,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,6175263.030422751,-51526676.90977466,62441321.98910716,51895397.74256684,51895397.74256684,406858402.0070135,256336773.0184645,1,2,3,9,BR,FD,HN,PT,0.4011022203405307,0.13264461523180385,-0.9135389705931025,0.33072708336518347
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,6175263.030422751,-51526676.90977466,62441321.98910716,51895397.74256684,67341584.24219622,171802118.75580868,-182575032.68476063,184528742.95684615,-388260462.1421473,-151204050.59098038,-160027697.34095442,416663954.9780537,51895397.74256684,416663954.9780537,247032080.22655958,1,3,9,2,BR,HN,PT,FD,4.033954614096319,1.358067520673093,1.3947471886249803,0.336631823666094
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-33907780.13365375,350795445.3334996,-209620495.64351192,352430393.1563232,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,-422177675.7908857,199589855.8853432,-369622176.68033344,466979764.5600141,231553067.09550604,466979764.5600141,346500862.5101538,1,2,3,10,BR,FD,HN,SC,1.035068705386285,0.34010925948370246,0.034467806529878325,0.32861280330924125
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,-422177675.7908857,199589855.8853432,-369622176.68033344,466979764.5600141,-361119381.6515703,422919533.1878504,-614663221.195508,556118817.6606163,-388260462.1421473,-151204050.59098038,-160027697.34095442,416663954.9780537,335040225.2287717,556118817.6606163,443700690.606864,1,3,10,2,BR,HN,SC,FD,0.9218191138785023,0.281584873698171,-0.08140626352504331,0.3054417565500993
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-66254902.61457454,-49038541.22065389,-44682685.76056536,82428700.37503034,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-18654894.299226,-70276874.15674222,48714074.78805534,72710687.81518902,72710687.81518902,231553067.09550604,154048483.4503616,1,2,4,5,BR,FD,KP,LA,0.6439090132325199,0.2201430102096618,-0.4401978466597146,0.3419296944728866
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-232072886.70550692,-120040253.17429106,-143992356.7329417,261280475.975483,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-184472523.73166865,-141278806.51961032,-50595608.20664269,232357081.19946882,229501478.5157211,261280475.975483,238673025.69654474,1,2,4,7,BR,FD,KP,NL,1.231981130675393,0.4179867900951991,0.20862354898380378,0.33932426916146285
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-5161368.044811089,-72539731.57463151,97345484.09218356,72723121.33712076,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,42438895.74487332,-93778525.36638454,190742228.611042,102934307.65268621,72723121.33712076,231553067.09550604,159177993.65025854,1,2,4,8,BR,FD,KP,OV,0.9015830170333762,0.3062086505310426,-0.10360315290982629,0.3396785750474222
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-41424692.6872684,-30288129.575616237,-30955492.659961127,51316429.70262007,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,6175263.030422751,-51526676.90977466,62441321.98910716,51895397.74256684,51316429.70262007,231553067.09550604,141066593.2641035,1,2,4,9,BR,FD,KP,PT,0.8323896364876305,0.28428561225467647,-0.183454634699183,0.3415738680963793
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-469818802.45012766,220827671.8615989,-462998170.6719583,519128662.08242255,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-422177675.7908857,199589855.8853432,-369622176.68033344,466979764.5600141,229501478.5157211,519128662.08242255,361790743.06341594,1,2,4,10,BR,FD,KP,SC,1.1245837144248974,0.3814666230062445,0.11741293555547586,0.3392510312419952
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-165818160.41831717,-71001836.18429461,-99309306.29528514,180379940.86387813,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,-184472523.73166865,-141278806.51961032,-50595608.20664269,232357081.19946882,158845972.62872118,232357081.19946882,200784015.44689357,1,2,5,7,BR,FD,LA,NL,0.6709408552227745,0.24618901633723825,-0.39907429012374007,0.3671576964735348
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,61094076.57609955,-23501360.670201536,142028021.5774481,65458384.841341846,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,42438895.74487332,-93778525.36638454,190742228.611042,102934307.65268621,65458384.841341846,231553067.09550604,139697933.05456382,1,2,5,8,BR,FD,LA,OV,1.049911050301957,0.38273156457751206,0.04870544658286257,0.3647623251120539
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,24830221.94962783,18750417.656198494,13727135.99457621,31114596.001710515,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,6175263.030422751,-51526676.90977466,62441321.98910716,51895397.74256684,31114596.001710515,231553067.09550604,118352258.36712614,1,2,5,9,BR,FD,LA,PT,1.0287807935412596,0.37770031245035707,0.028374405529577772,0.3673607031482308
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-403545449.5792025,269867170.8605473,-418344029.9105209,485465982.10827965,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,-422177675.7908857,199589855.8853432,-369622176.68033344,466979764.5600141,158845972.62872118,485465982.10827965,335711196.5981302,1,2,5,10,BR,FD,LA,SC,1.4403874123785183,0.527013623032112,0.3649121137780847,0.3661092700521764
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,226913018.4453264,47500477.51781335,241336983.2328449,231831432.9515938,-123309651.4234294,82049644.50608465,-295608756.92806035,148112843.12220374,42438895.74487332,-93778525.36638454,190742228.611042,102934307.65268621,102934307.65268621,231831432.9515938,178607912.70549744,1,2,7,8,BR,FD,NL,OV,0.04455567892975579,0.0089768540696628,-3.1110156600186083,0.20147496930196615
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,190648486.56139964,89752185.71400355,113036545.48145583,210718533.2821799,-123309651.4234294,82049644.50608465,-295608756.92806035,148112843.12220374,6175263.030422751,-51526676.90977466,62441321.98910716,51895397.74256684,51895397.74256684,231553067.09550604,160569960.3106141,1,2,7,9,BR,FD,NL,PT,0.05138632601459212,0.010179352364902585,-2.9683831727580112,0.19809457351733578
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-237685884.28499165,340871163.04786456,-319105631.26855195,415557131.3140256,-123309651.4234294,82049644.50608465,-295608756.92806035,148112843.12220374,-422177675.7908857,199589855.8853432,-369622176.68033344,466979764.5600141,148112843.12220374,466979764.5600141,315550701.52293736,1,2,7,10,BR,FD,NL,SC,0.2749996146857596,0.05354098293636815,-1.2909855824592396,0.19469475565655223
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-36263742.41813597,42251864.48637213,-128300886.58473204,55680149.66524127,103611341.82861675,129550029.85276504,-54267690.11328213,165887071.19718155,6175263.030422751,-51526676.90977466,62441321.98910716,51895397.74256684,51895397.74256684,231553067.09550604,126253921.42512393,1,2,8,9,BR,FD,OV,PT,2.181536663160151,0.9136508125799889,0.7800295198396373,0.4202989095316794
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-464702358.81588435,293367667.92730755,-560344832.9516673,549556976.9133624,103611341.82861675,129550029.85276504,-54267690.11328213,165887071.19718155,-422177675.7908857,199589855.8853432,-369622176.68033344,466979764.5600141,165887071.19718155,549556976.9133624,353494219.94151604,1,2,8,10,BR,FD,OV,SC,2.500229535905035,1.0437285535003662,0.9163825420214885,0.4189365172949274
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,1,0,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-428381578.4962197,251116388.52725762,-432060216.5756197,496558372.5826053,67341584.24219622,171802118.75580868,-182575032.68476063,184528742.95684615,-422177675.7908857,199589855.8853432,-369622176.68033344,466979764.5600141,184528742.95684615,496558372.5826053,344904986.7987429,1,2,9,10,BR,FD,PT,SC,1.7095797521039808,0.4560583240325985,0.5362475813073558,0.2667663451843012
