utc,gsthour,freq,stokesid,chid,ifid,ch,u12,v12,w12,uvdist12,u23,v23,w23,uvdist23,u31,v31,w31,uvdist31,uvdistmin,uvdistmax,uvdistave,st1,st2,st3,st1name,st2name,st3name,amp,phase,sigma
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,8330268.999989225,223171615.99971136,-251704271.9996744,223327032.77824387,-489141855.9993673,196021631.99974644,-275090335.99964416,526957527.2280962,480905855.999378,-419193503.9994578,526797119.99931866,637960528.6613256,223327032.77824387,637960528.6613256,462748362.88922185,1,2,10,BR,FD,SC,17.52392139733665,-3.3634654980916903,3.7865726569306553
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,74004951.99990427,202368415.99973825,-170150383.9997799,215475540.87355542,-73494887.99990493,-49438603.99993605,-30207879.999960925,88575810.05884768,-510127.4999993402,-152929375.99980217,200357503.99974084,152930226.8152216,88575810.05884768,215475540.87355542,152327192.58254156,1,4,5,BR,KP,LA,15.925921951376067,66.27947987484082,5.204395757709418
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,74004951.99990427,202368415.99973825,-170150383.9997799,215475540.87355542,-255243455.99966985,-121530815.9998428,-93538639.999879,282699418.2311719,181238111.99976555,-80837319.99989544,263688623.99965888,198448798.29821357,198448798.29821357,282699418.2311719,232207919.1343136,1,4,7,BR,KP,NL,19.278829012484923,24.764718528236227,4.548568112661821
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,74004951.99990427,202368415.99973825,-170150383.9997799,215475540.87355542,-46568539.99993976,-30540993.999960493,-21836107.99997176,55690046.0785553,-27436359.999964517,-171826239.99977773,191986415.9997517,174002904.00596443,55690046.0785553,215475540.87355542,148389496.98602507,1,4,9,BR,KP,PT,42.26833922355016,109.81504878674816,8.652114868971669
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,74004951.99990427,202368415.99973825,-170150383.9997799,215475540.87355542,-554846207.9992822,216824703.99971956,-356620191.99953866,595707366.746248,480905855.999378,-419193503.9994578,526797119.99931866,637960528.6613256,215475540.87355542,637960528.6613256,483047812.09370965,1,4,10,BR,KP,SC,13.91746130505493,59.16452641194064,2.922228919170028
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,510127.4999993402,152929375.99980217,-200357503.99974084,152930226.8152216,-181748479.9997649,-72092119.99990675,-63330823.99991809,195524381.4676469,181238111.99976555,-80837319.99989544,263688623.99965888,198448798.29821357,152930226.8152216,198448798.29821357,182301135.52702737,1,5,7,BR,LA,NL,8.211977310246745,21.974393611277623,2.6369481985444474
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,510127.4999993402,152929375.99980217,-200357503.99974084,152930226.8152216,26926373.99996517,18897655.999975555,8371740.9999891715,32896063.884291876,-27436359.999964517,-171826239.99977773,191986415.9997517,174002904.00596443,32896063.884291876,174002904.00596443,119943064.90182598,1,5,9,BR,LA,PT,60.93543799589634,-18.95230999810991,17.863558290620762
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,510127.4999993402,152929375.99980217,-200357503.99974084,152930226.8152216,-481340671.99937737,266264287.9996556,-326439327.99957776,550077734.1292554,480905855.999378,-419193503.9994578,526797119.99931866,637960528.6613256,152930226.8152216,637960528.6613256,446989496.53526753,1,5,10,BR,LA,SC,31.972829675263206,24.932285999213,9.394192328631327
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,-181238111.99976555,80837319.99989544,-263688623.99965888,198448798.29821357,208674847.9997301,90989719.9998823,71702439.99990726,227649558.16642264,-27436359.999964517,-171826239.99977773,191986415.9997517,174002904.00596443,174002904.00596443,227649558.16642264,200033753.4902002,1,7,9,BR,NL,PT,18.99713671842259,70.1143482015287,3.562832152937788
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,-181238111.99976555,80837319.99989544,-263688623.99965888,198448798.29821357,-299569567.9996125,338358463.9995624,-263175583.99965957,451916337.6462701,480905855.999378,-419193503.9994578,526797119.99931866,637960528.6613256,198448798.29821357,637960528.6613256,429441888.2019364,1,7,10,BR,NL,SC,52.307650235561375,0.7618489964596975,9.814949707860912
2016-12-24 10:25:45.000458,16.654340858150512,43007500000.0,1,0,0,0,27436359.999964517,171826239.99977773,-191986415.9997517,174002904.00596443,-508270207.99934256,247366255.99968004,-334800799.999567,565268669.7022878,480905855.999378,-419193503.9994578,526797119.99931866,637960528.6613256,174002904.00596443,637960528.6613256,459077367.456526,1,9,10,BR,PT,SC,32.18508522788805,11.944615154072125,4.783678958229253
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,8345764.472174289,223586746.59972245,-252172477.3536237,223742452.47532597,65796423.36211916,-20842522.039152253,81705806.10580608,69018693.49820936,-74142611.62113295,-202744849.72129795,170466887.64960802,215876355.69120082,69018693.49820936,223742452.47532597,169545833.88824537,1,2,4,BR,FD,KP,24.712116204294677,-76.21247808313144,7.280580258244396
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,8345764.472174289,223586746.59972245,-252172477.3536237,223742452.47532597,-7835283.168187273,-70373012.65584108,51441955.60883889,70807856.71509093,-511076.4089105754,-153213846.1522171,200730197.14209923,153214698.55027288,70807856.71509093,223742452.47532597,149255002.58022994,1,2,5,BR,FD,LA,46.2027421439362,20.213561814788736,12.511501782211075
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,8345764.472174289,223586746.59972245,-252172477.3536237,223742452.47532597,-189922162.00405592,-142599418.48263833,-12006226.804902218,237497414.2425165,181575240.38341916,-80987688.78673476,264179121.93420455,198817940.97946355,198817940.97946355,237497414.2425165,220019269.23243535,1,2,7,BR,FD,NL,19.64279776921325,-80.74502076000886,4.778580802716944
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,8345764.472174289,223586746.59972245,-252172477.3536237,223742452.47532597,19141235.28219346,-51440396.71446,59829176.05177404,54886257.86359747,-27487395.489123315,-172145860.97751376,192343537.7408429,174326573.88495013,54886257.86359747,223742452.47532597,150985094.7412912,1,2,9,BR,FD,PT,61.10119015616022,15.798056227005034,12.924827067163832
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,8345764.472174289,223586746.59972245,-252172477.3536237,223742452.47532597,-490051728.6606461,196386259.8102441,-275602042.7224244,527937742.3575096,481800408.5420728,-419973262.8861626,527777036.7487216,639147224.9885453,223742452.47532597,639147224.9885453,463609139.94046026,1,2,10,BR,FD,SC,13.297714681759128,21.08771542372472,3.1684942938214955
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,74142611.62113295,202744849.72129795,-170466887.64960802,215876355.69120082,-73631598.83034131,-49530566.75805952,-30264070.90619814,88740573.52579433,-511076.4089105754,-153213846.1522171,200730197.14209923,153214698.55027288,88740573.52579433,215876355.69120082,152610542.58908933,1,4,5,BR,KP,LA,19.855479610223842,35.596950322942874,6.04527475649313
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,74142611.62113295,202744849.72129795,-170466887.64960802,215876355.69120082,-255718244.7337272,-121756880.4137238,-93712635.02865285,283225278.9172962,181575240.38341916,-80987688.78673476,264179121.93420455,198817940.97946355,198817940.97946355,283225278.9172962,232639858.5293202,1,4,7,BR,KP,NL,15.036858417088576,-11.607388077832915,4.195167269576748
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,74142611.62113295,202744849.72129795,-170466887.64960802,215876355.69120082,-46655164.03528232,-30597804.5450979,-21876726.232605547,55793637.39835497,-27487395.489123315,-172145860.97751376,192343537.7408429,174326573.88495013,55793637.39835497,215876355.69120082,148665522.3248353,1,4,9,BR,KP,PT,32.0470256277611,85.40673227310707,8.090941260458724
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,74142611.62113295,202744849.72129795,-170466887.64960802,215876355.69120082,-555878299.9981184,217228028.4505706,-357283555.72353953,596815466.248421,481800408.5420728,-419973262.8861626,527777036.7487216,639147224.9885453,215876355.69120082,639147224.9885453,483946348.9760557,1,4,10,BR,KP,SC,8.63402542738183,55.026714294793834,2.3944912391478383
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,511076.4089105754,153213846.1522171,-200730197.14209923,153214698.55027288,-182086557.73969355,-72226221.48453136,-63448628.2415037,195888084.32220507,181575240.38341916,-80987688.78673476,264179121.93420455,198817940.97946355,153214698.55027288,198817940.97946355,182640241.2839805,1,5,7,BR,LA,NL,16.4987177531578,15.432430615175996,4.314606673274014
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,511076.4089105754,153213846.1522171,-200730197.14209923,153214698.55027288,26976460.843422644,18932808.29852809,8387313.615928231,32957255.19070921,-27487395.489123315,-172145860.97751376,192343537.7408429,174326573.88495013,32957255.19070921,174326573.88495013,120166175.87531073,1,5,9,BR,LA,PT,125.44500167961534,-12.888869799558174,28.04099127200417
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,511076.4089105754,153213846.1522171,-200730197.14209923,153214698.55027288,-482236033.3609992,266759577.03156802,-327046551.0709017,551100956.0958971,481800408.5420728,-419973262.8861626,527777036.7487216,639147224.9885453,153214698.55027288,639147224.9885453,447820959.8782384,1,5,10,BR,LA,SC,51.02711400010107,47.98686497524683,12.746224992801478
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,-181575240.38341916,80987688.78673476,-264179121.93420455,198817940.97946355,209063012.57195535,91158973.67889155,71835816.62491435,228073018.36878994,-27487395.489123315,-172145860.97751376,192343537.7408429,174326573.88495013,174326573.88495013,228073018.36878994,200405844.41106787,1,7,9,BR,NL,PT,22.673724353096972,83.425447605749,4.302363822334327
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,-181575240.38341916,80987688.78673476,-264179121.93420455,198817940.97946355,-300126809.5374831,338987858.34054863,-263665127.60763434,452756965.6067817,481800408.5420728,-419973262.8861626,527777036.7487216,639147224.9885453,198817940.97946355,639147224.9885453,430240710.5249302,1,7,10,BR,NL,SC,51.08883937291742,31.904350023919985,11.142327385119604
2016-12-24 10:25:45.000458,16.654340858150512,43087500000.0,1,0,1,1,27487395.489123315,172145860.97751376,-192343537.7408429,174326573.88495013,-509215662.08618665,247826392.033627,-335423576.58504546,566320148.9460518,481800408.5420728,-419973262.8861626,527777036.7487216,639147224.9885453,174326573.88495013,639147224.9885453,459931315.9398491,1,9,10,BR,PT,SC,31.97803148322207,29.28147347757715,5.883882587215822
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,8358160.8499223385,223918851.0797313,-252547041.63678312,224074788.23299167,65894154.05188245,-20873480.470495585,81827167.79053533,69121210.38556384,-74252739.31811589,-203045996.69854566,170720090.5694705,216197007.54531708,69121210.38556384,224074788.23299167,169797668.72129086,1,2,4,BR,FD,KP,13.850696779078074,-112.63718113031233,6.482927030995017
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,8358160.8499223385,223918851.0797313,-252547041.63678312,224074788.23299167,-7846921.302745182,-70477541.18058664,51518364.89596313,70913031.13527697,-511835.53603956354,-153441422.27414903,201028351.65598595,153442275.93831393,70913031.13527697,224074788.23299167,149476698.43552753,1,2,5,BR,FD,LA,31.383262269844135,3.9616202786835673,9.232212664432707
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,8358160.8499223385,223918851.0797313,-252547041.63678312,224074788.23299167,-190204262.80749682,-142811228.46889627,-12024060.248836393,237850180.926857,181844943.090342,-81107983.8162062,264571520.2818411,199113255.12446347,199113255.12446347,237850180.926857,220346074.7614374,1,2,7,BR,FD,NL,20.100777009360414,-83.03840341036778,4.447751853124329
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,8358160.8499223385,223918851.0797313,-252547041.63678312,224074788.23299167,19169666.707968,-51516803.68608114,59918043.29325506,54967783.14362696,-27528223.88045036,-172401557.7597026,192629235.13371587,174585509.78813866,54967783.14362696,224074788.23299167,151209360.3882524,1,2,9,BR,FD,PT,58.730921174893375,-5.991972135697521,11.688745377758027
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,8358160.8499223385,223918851.0797313,-252547041.63678312,224074788.23299167,-490779626.78966916,196677962.0586423,-276011408.1006486,528721914.4610404,482516050.5762288,-420597069.9955264,528560970.14824384,640096582.0503211,224074788.23299167,640096582.0503211,464297761.5814511,1,2,10,BR,FD,SC,16.56280560434046,2.2323433561799106,3.462396342891982
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,74252739.31811589,203045996.69854566,-170720090.5694705,216197007.54531708,-73740967.49469042,-49604136.96455829,-30309023.63118791,88872384.29935166,-511835.53603956354,-153441422.27414903,201028351.65598595,153442275.93831393,88872384.29935166,216197007.54531708,152837222.59432757,1,4,5,BR,KP,LA,7.834840985316468,53.03468122505953,3.8887234796136525
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,74252739.31811589,203045996.69854566,-170720090.5694705,216197007.54531708,-256098075.7209732,-121937731.9448286,-93851831.05167188,283645967.46619576,181844943.090342,-81107983.8162062,264571520.2818411,199113255.12446347,199113255.12446347,283645967.46619576,232985410.04532543,1,4,7,BR,KP,NL,8.629258775636114,21.574475437180386,3.9416796246719614
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,74252739.31811589,203045996.69854566,-170720090.5694705,216197007.54531708,-46724463.26355638,-30643252.98120782,-21909220.81871258,55876510.454194725,-27528223.88045036,-172401557.7597026,192629235.13371587,174585509.78813866,55876510.454194725,216197007.54531708,148886342.5958835,1,4,9,BR,KP,PT,18.25526510083897,100.83341769473893,8.149803155246037
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,74252739.31811589,203045996.69854566,-170720090.5694705,216197007.54531708,-556703973.5971873,217550688.01125148,-357814246.70274013,597701945.8501593,482516050.5762288,-420597069.9955264,528560970.14824384,640096582.0503211,216197007.54531708,640096582.0503211,484665178.48193246,1,4,10,BR,KP,SC,6.2183703711516065,71.34080704085875,2.8155549822915154
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,511835.53603956354,153441422.27414903,-201028351.65598595,153442275.93831393,-182357019.93163648,-72333502.67223103,-63542871.634772204,196179046.60585168,181844943.090342,-81107983.8162062,264571520.2818411,199113255.12446347,153442275.93831393,199113255.12446347,182911525.88954303,1,5,7,BR,LA,NL,10.112753893833846,25.711046981734906,2.9174125929686876
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,511835.53603956354,153441422.27414903,-201028351.65598595,153442275.93831393,27016530.31818862,18960930.137370113,8399771.708679479,33006208.235843074,-27528223.88045036,-172401557.7597026,192629235.13371587,174585509.78813866,33006208.235843074,174585509.78813866,120344664.65409856,1,5,9,BR,LA,PT,85.46029891233398,-16.93573289467846,22.068373969103398
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,511835.53603956354,153441422.27414903,-201028351.65598595,153442275.93831393,-482952322.4502967,267155808.25709796,-327532329.52796096,551919533.6692104,482516050.5762288,-420597069.9955264,528560970.14824384,640096582.0503211,153442275.93831393,640096582.0503211,448486130.55261517,1,5,10,BR,LA,SC,46.6322249661838,48.40170493031796,12.428226526318717
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,-181844943.090342,81107983.8162062,-264571520.2818411,199113255.12446347,209373544.2297356,91294376.62209897,71942517.92492002,228411786.53068388,-27528223.88045036,-172401557.7597026,192629235.13371587,174585509.78813866,174585509.78813866,228411786.53068388,200703517.14776197,1,7,9,BR,NL,PT,23.07960658965743,63.69006285903403,3.961584725461595
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,-181844943.090342,81107983.8162062,-264571520.2818411,199113255.12446347,-300572602.76777965,339491373.8133376,-264056762.49401408,453429467.97519106,482516050.5762288,-420597069.9955264,528560970.14824384,640096582.0503211,199113255.12446347,640096582.0503211,430879768.3833253,1,7,10,BR,NL,SC,65.54309118976819,16.199917572376233,11.89182837046587
2016-12-24 10:25:45.000458,16.654340858150512,43151500000.0,1,0,2,2,27528223.88045036,172401557.7597026,-192629235.13371587,174585509.78813866,-509972025.3556619,248194500.86078456,-335921797.8534282,567161332.3410631,482516050.5762288,-420597069.9955264,528560970.14824384,640096582.0503211,174585509.78813866,640096582.0503211,460614474.72650766,1,9,10,BR,PT,SC,41.05212586678378,33.314576685359654,6.389155188664695
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,8370557.227670391,224250955.5597402,-252921605.91994256,224407123.99065736,65991884.74164573,-20904438.901838914,81948529.47526458,69223727.27291828,-74362867.01509884,-203347143.67579347,170973293.489333,216517659.39943343,69223727.27291828,224407123.99065736,170049503.55433637,1,2,4,BR,FD,KP,20.454119023386532,-105.44112649060571,7.185422234498
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,8370557.227670391,224250955.5597402,-252921605.91994256,224407123.99065736,-7858559.437303094,-70582069.70533217,51594774.18308736,71018205.555463,-512594.6631685517,-153668998.39608094,201326506.16987267,153669853.32635492,71018205.555463,224407123.99065736,149698394.2908251,1,2,5,BR,FD,LA,28.948132699798986,31.685417797337003,10.304816459120673
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,8370557.227670391,224250955.5597402,-252921605.91994256,224407123.99065736,-190486363.61093768,-143023038.45515418,-12041893.692770567,238202947.61119744,182114645.79726484,-81228278.84567764,264963918.62947765,199408569.26946342,199408569.26946342,238202947.61119744,220672880.2904394,1,2,7,BR,FD,NL,17.496817758342445,-83.42064436176983,4.650941959885732
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,8370557.227670391,224250955.5597402,-252921605.91994256,224407123.99065736,19198098.133742534,-51593210.65770226,60006910.53473608,55049308.42365643,-27569052.271777395,-172657254.5418914,192914932.52658883,174844445.6913272,55049308.42365643,224407123.99065736,151433626.03521368,1,2,9,BR,FD,PT,54.71030596922982,27.482091943023633,14.072285435049222
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,8370557.227670391,224250955.5597402,-252921605.91994256,224407123.99065736,-491507524.9186923,196969664.30704048,-276420773.47887284,529506086.56457114,483231692.61038464,-421220877.10489035,529344903.5477662,641045939.112097,224407123.99065736,641045939.112097,464986383.22244185,1,2,10,BR,FD,SC,14.162368843021088,7.07570918673585,3.6492154741692198
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,74362867.01509884,203347143.67579347,-170973293.489333,216517659.39943343,-73850336.15903951,-49677707.17105706,-30353976.35617768,89004195.07290897,-512594.6631685517,-153668998.39608094,201326506.16987267,153669853.32635492,89004195.07290897,216517659.39943343,153063902.59956577,1,4,5,BR,KP,LA,13.561693664662524,75.40947385107268,5.2169697944012245
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,74362867.01509884,203347143.67579347,-170973293.489333,216517659.39943343,-256477906.70821908,-122118583.47593342,-93991027.07469095,284066656.01509523,182114645.79726484,-81228278.84567764,264963918.62947765,199408569.26946342,199408569.26946342,284066656.01509523,233330961.5613307,1,4,7,BR,KP,NL,13.945293098770952,11.602119094266785,4.227681133838853
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,74362867.01509884,203347143.67579347,-170973293.489333,216517659.39943343,-46793762.49183042,-30688701.417317744,-21941715.40481961,55959383.51003446,-27569052.271777395,-172657254.5418914,192914932.52658883,174844445.6913272,55959383.51003446,216517659.39943343,149107162.8669317,1,4,9,BR,KP,PT,30.950542768829784,126.14854958005078,9.138492539416514
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,74362867.01509884,203347143.67579347,-170973293.489333,216517659.39943343,-557529647.1962559,217873347.57193232,-358344937.68194073,598588425.4518973,483231692.61038464,-421220877.10489035,529344903.5477662,641045939.112097,216517659.39943343,641045939.112097,485384007.98780924,1,4,10,BR,KP,SC,9.677270341515248,71.15616965157922,2.8830404408614037
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,512594.6631685517,153668998.39608094,-201326506.16987267,153669853.32635492,-182627482.12357935,-72440783.85993071,-63637115.02804069,196470008.88949817,182114645.79726484,-81228278.84567764,264963918.62947765,199408569.26946342,153669853.32635492,199408569.26946342,183182810.4951055,1,5,7,BR,LA,NL,10.804652397461844,0.10797612009822899,3.3713603292643946
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,512594.6631685517,153668998.39608094,-201326506.16987267,153669853.32635492,27056599.7929546,18989051.97621214,8412229.801430728,33055161.280976944,-27569052.271777395,-172657254.5418914,192914932.52658883,174844445.6913272,33055161.280976944,174844445.6913272,120523153.43288636,1,5,9,BR,LA,PT,92.04576052162476,-13.472954258929594,27.686311888324095
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,512594.6631685517,153668998.39608094,-201326506.16987267,153669853.32635492,-483668611.5395941,267552039.48262784,-328018107.9850201,552738111.2425237,483231692.61038464,-421220877.10489035,529344903.5477662,641045939.112097,153669853.32635492,641045939.112097,449151301.2269919,1,5,10,BR,LA,SC,44.135001367965366,25.42002480299567,13.296922392676578
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,-182114645.79726484,81228278.84567764,-264963918.62947765,199408569.26946342,209684075.8875158,91429779.56530637,72049219.22492571,228750554.69257775,-27569052.271777395,-172657254.5418914,192914932.52658883,174844445.6913272,174844445.6913272,228750554.69257775,201001189.88445613,1,7,9,BR,NL,PT,23.76260214624504,98.36926560235995,4.413071103393403
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,-182114645.79726484,81228278.84567764,-264963918.62947765,199408569.26946342,-301018395.99807596,339994889.2861265,-264448397.38039383,454101970.34360015,483231692.61038464,-421220877.10489035,529344903.5477662,641045939.112097,199408569.26946342,641045939.112097,431518826.2417202,1,7,10,BR,NL,SC,60.7620348086313,23.34848889750865,11.260806711804562
2016-12-24 10:25:45.000458,16.654340858150512,43215500000.0,1,0,3,3,27569052.271777395,172657254.5418914,-192914932.52658883,174844445.6913272,-510728388.6251372,248562609.68794215,-336420019.121811,568002515.7360744,483231692.61038464,-421220877.10489035,529344903.5477662,641045939.112097,174844445.6913272,641045939.112097,461297633.51316625,1,9,10,BR,PT,SC,39.08154404665815,4.505964335539911,6.842237946617546
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,7762854.4999899585,223172367.99971133,-251721855.9996744,223307339.21791866,65853999.99991482,-20798937.999973103,81410255.99989471,69060445.53806111,-73617287.99990478,-202374031.99973825,170311711.9997797,215347983.3206989,69060445.53806111,223307339.21791866,169238589.3588929,1,2,4,BR,FD,KP,27.75959465762031,-100.4220721061665,8.879267608016708
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,7762854.4999899585,223172367.99971133,-251721855.9996744,223307339.21791866,-189584575.99975482,-142348847.99981585,-11569205.999985036,237077004.33378494,181820959.99976483,-80823855.99989545,263291263.99965945,198975770.36897713,198975770.36897713,237077004.33378494,219786704.64022693,1,2,7,BR,FD,NL,19.29103741651792,-88.53918182894724,5.328593235604995
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,7762854.4999899585,223172367.99971133,-251721855.9996744,223307339.21791866,81350959.99989477,-93172279.99987948,177494367.9997704,123689338.47862725,-89114079.99988474,-130000255.99983186,74227711.99990399,157611502.79801178,123689338.47862725,223307339.21791866,168202726.83151922,1,2,8,BR,FD,OV,60.865251996806954,20.138528586200536,16.782050047922976
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,7762854.4999899585,223172367.99971133,-251721855.9996744,223307339.21791866,19239973.999975115,-51343475.99993359,59676175.99992281,54830002.0725467,-27003685.99996507,-171828351.99977776,192045839.9997516,173937292.17319742,54830002.0725467,223307339.21791866,150691544.4878876,1,2,9,BR,FD,PT,63.106392150534845,0.7702483779102282,15.908634449527664
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,73617287.99990478,202374031.99973825,-170311711.9997797,215347983.3206989,-255438351.9996696,-121549951.99984278,-92979951.99987972,282883620.06922776,181820959.99976483,-80823855.99989545,263291263.99965945,198975770.36897713,198975770.36897713,282883620.06922776,232402457.91963458,1,4,7,BR,KP,NL,15.997698893682086,3.681759374215769,4.626521574048492
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,73617287.99990478,202374031.99973825,-170311711.9997797,215347983.3206989,15496743.999979954,-72373495.99990639,96084103.99987572,74013998.66139771,-89114079.99988474,-130000255.99983186,74227711.99990399,157611502.79801178,74013998.66139771,215347983.3206989,148991161.59336945,1,4,8,BR,KP,OV,43.39614372925124,121.57124233782444,12.53222319786481
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,73617287.99990478,202374031.99973825,-170311711.9997797,215347983.3206989,-46613875.9999397,-30544469.99996049,-21734279.999971885,55729867.06709645,-27003685.99996507,-171828351.99977776,192045839.9997516,173937292.17319742,55729867.06709645,215347983.3206989,148338380.85366425,1,4,9,BR,KP,PT,36.62234487250249,95.14433350470078,9.762762306977484
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,-181820959.99976483,80823855.99989545,-263291263.99965945,198975770.36897713,270934911.9996495,49176447.9999364,189063903.99975544,275361670.49563795,-89114079.99988474,-130000255.99983186,74227711.99990399,157611502.79801178,157611502.79801178,275361670.49563795,210649647.88754228,1,7,8,BR,NL,OV,24.557203919714933,98.53341204170637,5.895506719927177
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,-181820959.99976483,80823855.99989545,-263291263.99965945,198975770.36897713,208824239.9997299,91005303.99988228,71246063.99990784,227792731.59514064,-27003685.99996507,-171828351.99977776,192045839.9997516,173937292.17319742,173937292.17319742,227792731.59514064,200235264.71243837,1,7,9,BR,NL,PT,22.569225050039478,79.40248660314256,4.785753868374193
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,89114079.99988474,130000255.99983186,-74227711.99990399,157611502.79801178,-62110431.99991966,41828959.99994589,-117818303.99984758,74882358.78959554,-27003685.99996507,-171828351.99977776,192045839.9997516,173937292.17319742,74882358.78959554,173937292.17319742,135477051.25360158,1,8,9,BR,OV,PT,115.14024075226112,-16.626699109942734,24.32699823756655
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,65853999.99991482,-20798937.999973103,81410255.99989471,69060445.53806111,-73557055.99990486,-49444091.99993605,-30047093.99996113,88630461.58669874,7703189.999990037,70242967.99990913,-51363371.99993356,70664090.5241991,69060445.53806111,88630461.58669874,76118332.54965298,2,4,5,FD,KP,LA,147.18465526063287,-60.956662231656075,7.170054611874691
2016-12-24 10:26:15.003433,16.662697835960493,43007500000.0,1,0,0,0,-7703189.999990037,-70242967.99990913,51363371.99993356,70664090.5241991,-181881119.9997648,-72105719.99990673,-62933039.9999186,195652693.99901906,189584575.99975482,142348847.99981585,11569205.999985036,237077004.33378494,70664090.5241991,237077004.33378494,167797929.61900103,2,5,7,FD,LA,NL,21.511656241456446,119.11630311266815,1.6047197580362258
