utc,gsthour,freq,stokesid,chid,ifid,ch,u12,v12,w12,uvdist12,u23,v23,w23,uvdist23,u31,v31,w31,uvdist31,uvdistmin,uvdistmax,uvdistave,st1,st2,st3,st1name,st2name,st3name,amp,phase,sigma
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,108565327.99985956,201715375.99973908,-151338495.99980426,229075366.11000583,-468946495.99939334,220417663.99971488,-462138527.99940234,518164802.6576103,360448895.9995338,-422134303.999454,613521983.9992063,555086279.0957692,229075366.11000583,555086279.0957692,434108815.95446175,1,4,10,BR,KP,SC,61.934357090201814,94.22877735402459,12.177343886393835
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,42432059.99994511,152767647.99980238,-195937215.99974656,158551045.38044038,-165510287.99978593,-70870007.99990833,-99124919.99987178,180045031.77727273,123080703.9998408,-81897303.99989407,295059903.99961835,147837843.9356699,147837843.9356699,180045031.77727273,162144640.364461,1,5,7,BR,LA,NL,58.17516737256638,-12.583901169432998,15.30566893557209
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,42432059.99994511,152767647.99980238,-195937215.99974656,158551045.38044038,60980643.99992113,-23457725.999969654,141764319.99981663,65336849.110856034,-103418967.99986622,-129309495.99983272,54166931.99992994,165579070.8329048,65336849.110856034,165579070.8329048,129822321.77473374,1,5,8,BR,LA,OV,92.10017585502361,-26.645177172997126,28.452138451788628
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,42432059.99994511,152767647.99980238,-195937215.99974656,158551045.38044038,24784119.999967944,18715603.99997579,13701648.999982275,31056825.93660725,-67216551.99991307,-171483135.99977818,182236047.9997643,184186130.8434363,31056825.93660725,184186130.8434363,124598000.72016132,1,5,9,BR,LA,PT,63.8505731040507,-12.756365644104221,20.878654605930773
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,42432059.99994511,152767647.99980238,-195937215.99974656,158551045.38044038,-402796191.999479,269366111.9996516,-417567295.99945986,484564623.7428915,360448895.9995338,-422134303.999454,613521983.9992063,555086279.0957692,158551045.38044038,555086279.0957692,399400649.406367,1,5,10,BR,LA,SC,75.83878476497976,-8.443631523121699,21.252989329213573
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,-123080703.9998408,81897303.99989407,-295059903.99961835,147837843.9356699,226491711.99970698,47412283.99993867,240888895.9996884,231400994.54982698,-103418967.99986622,-129309495.99983272,54166931.99992994,165579070.8329048,147837843.9356699,231400994.54982698,181605969.77280056,1,7,8,BR,NL,OV,22.159317703909856,67.58751807397658,4.469184563143952
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,-123080703.9998408,81897303.99989407,-295059903.99961835,147837843.9356699,190294511.99975383,89585543.99988413,112826671.99985406,210327294.92621645,-67216551.99991307,-171483135.99977818,182236047.9997643,184186130.8434363,147837843.9356699,210327294.92621645,180783756.5684409,1,7,9,BR,NL,PT,18.28258604742849,104.7120304398951,4.051916086563231
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,-123080703.9998408,81897303.99989407,-295059903.99961835,147837843.9356699,-237244575.99969316,340238271.9995599,-318513151.999588,414785571.80128706,360448895.9995338,-422134303.999454,613521983.9992063,555086279.0957692,147837843.9356699,555086279.0957692,372569898.2775753,1,7,10,BR,NL,SC,92.59552377446346,10.706542528788123,12.569669195278165
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,103418967.99986622,129309495.99983272,-54166931.99992994,165579070.8329048,-36196411.99995318,42173415.99994545,-128062671.99983434,55576769.05663741,-67216551.99991307,-171483135.99977818,182236047.9997643,184186130.8434363,55576769.05663741,184186130.8434363,135113990.24432614,1,8,9,BR,OV,PT,72.82260208174398,7.58325504158224,20.002804932260766
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,103418967.99986622,129309495.99983272,-54166931.99992994,165579070.8329048,-463839551.9994,292822975.9996212,-559304447.9992766,548536621.6327574,360448895.9995338,-422134303.999454,613521983.9992063,555086279.0957692,165579070.8329048,555086279.0957692,423067323.8538105,1,8,10,BR,OV,SC,75.37873924195232,-0.11280714038827355,16.123307160008114
2016-12-24 09:38:44.998856,15.868862391305509,43007500000.0,1,0,0,0,67216551.99991307,171483135.99977818,-182236047.9997643,184186130.8434363,-427586207.99944687,250650143.99967584,-431258015.99944216,495636419.1203109,360448895.9995338,-422134303.999454,613521983.9992063,555086279.0957692,184186130.8434363,555086279.0957692,411636276.3531721,1,9,10,BR,PT,SC,44.12290155902096,-12.78705628947209,10.679698178982392
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-388260462.1421473,-151204050.59098038,-160027697.34095442,416663954.9780537,327184823.8000767,-72125193.90794599,405064333.67151,335040225.2287717,231553067.09550604,416663954.9780537,327752415.76744384,1,2,3,BR,FD,HN,15.121913588797224,16.576132619920866,4.787015157027332
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,47599741.82055111,-21238407.07373873,93396808.63790745,52122982.99611178,-108767274.78216472,-202090594.97503358,151620006.89162508,229501478.5157211,52122982.99611178,231553067.09550604,171059176.2024463,1,2,4,BR,FD,KP,59.579587622313575,-2.249898533574214,19.51562027595078
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-18654894.299226,-70276874.15674222,48714074.78805534,72710687.81518902,-42510989.600596055,-153051817.31538653,196301686.78460917,158845972.62872118,72710687.81518902,231553067.09550604,154369909.17980543,1,2,5,BR,FD,LA,36.95896246518917,133.32639694583762,12.926222226079034
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-184472523.73166865,-141278806.51961032,-50595608.20664269,232357081.19946882,123309651.4234294,-82049644.50608465,295608756.92806035,148112843.12220374,148112843.12220374,232357081.19946882,204007663.8057262,1,2,7,BR,FD,NL,66.16108934769642,-12.820258091207116,12.456252518370253
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,42438895.74487332,-93778525.36638454,190742228.611042,102934307.65268621,-103611341.82861675,-129550029.85276504,54267690.11328213,165887071.19718155,102934307.65268621,231553067.09550604,166791481.98179126,1,2,8,BR,FD,OV,33.780459150235174,127.61886575869421,13.331543589784504
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,6175263.030422751,-51526676.90977466,62441321.98910716,51895397.74256684,-67341584.24219622,-171802118.75580868,182575032.68476063,184528742.95684615,51895397.74256684,231553067.09550604,155992402.59830633,1,2,9,BR,FD,PT,53.46279929545306,105.87795927119811,13.800437602573822
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,61165473.13716439,223328475.07033837,-245016054.1158256,231553067.09550604,-422177675.7908857,199589855.8853432,-369622176.68033344,466979764.5600141,361119381.6515703,-422919533.1878504,614663221.195508,556118817.6606163,231553067.09550604,556118817.6606163,418217216.4387121,1,2,10,BR,FD,SC,32.78947532973054,92.06885837886836,7.155657725403716
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,435894792.18219495,129966210.57008126,253407410.23742145,454857654.37277806,-108767274.78216472,-202090594.97503358,151620006.89162508,229501478.5157211,229501478.5157211,454857654.37277806,339799786.0390903,1,3,4,BR,HN,KP,11.16683733792092,5.685352578097525,4.2563697997956265
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,369624292.6089505,80926863.85387428,208748636.8746937,378379802.5527929,-42510989.600596055,-153051817.31538653,196301686.78460917,158845972.62872118,158845972.62872118,378379802.5527929,290755333.4700952,1,3,5,BR,HN,LA,17.344163177130632,97.02991338686036,7.003586011046628
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,203771539.96369615,9923001.908375237,109498632.68485518,204013005.62966526,123309651.4234294,-82049644.50608465,295608756.92806035,148112843.12220374,148112843.12220374,335040225.2287717,229055357.99354687,1,3,7,BR,HN,NL,60.46177894208279,-32.55523879764993,16.576402911266502
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,430771455.750184,57426286.63830275,350753062.6421087,434582357.5413494,-103611341.82861675,-129550029.85276504,54267690.11328213,165887071.19718155,165887071.19718155,434582357.5413494,311836551.32243425,1,3,8,BR,HN,OV,11.200039924940965,100.17441395201664,4.962912548336378
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,394459299.4426102,99677582.06811498,222466522.69459105,406858402.0070135,-67341584.24219622,-171802118.75580868,182575032.68476063,184528742.95684615,184528742.95684615,406858402.0070135,308809123.3975438,1,3,9,BR,HN,PT,16.365445814849448,76.46537491068419,5.36738242130277
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-327184823.8000767,72125193.90794599,-405064333.67151,335040225.2287717,-33907780.13365375,350795445.3334996,-209620495.64351192,352430393.1563232,361119381.6515703,-422919533.1878504,614663221.195508,556118817.6606163,335040225.2287717,556118817.6606163,414529812.01523703,1,3,10,BR,HN,SC,25.90148867135553,87.28561807100746,7.674174646275915
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-66254902.61457454,-49038541.22065389,-44682685.76056536,82428700.37503034,-42510989.600596055,-153051817.31538653,196301686.78460917,158845972.62872118,82428700.37503034,229501478.5157211,156925383.83982423,1,4,5,BR,KP,LA,18.29210663523064,88.4391180170415,7.578765935236491
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-232072886.70550692,-120040253.17429106,-143992356.7329417,261280475.975483,123309651.4234294,-82049644.50608465,295608756.92806035,148112843.12220374,148112843.12220374,261280475.975483,212964932.5378026,1,4,7,BR,KP,NL,62.650732449963996,-16.616455005703294,18.06104049732971
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-5161368.044811089,-72539731.57463151,97345484.09218356,72723121.33712076,-103611341.82861675,-129550029.85276504,54267690.11328213,165887071.19718155,72723121.33712076,229501478.5157211,156037223.68334115,1,4,8,BR,KP,OV,23.4094235766399,125.63319932558204,10.565787443574411
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-41424692.6872684,-30288129.575616237,-30955492.659961127,51316429.70262007,-67341584.24219622,-171802118.75580868,182575032.68476063,184528742.95684615,51316429.70262007,229501478.5157211,155115550.39172912,1,4,9,BR,KP,PT,34.20564690323209,99.3008999378129,11.557208838368323
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,108767274.78216472,202090594.97503358,-151620006.89162508,229501478.5157211,-469818802.45012766,220827671.8615989,-462998170.6719583,519128662.08242255,361119381.6515703,-422919533.1878504,614663221.195508,556118817.6606163,229501478.5157211,556118817.6606163,434916319.41958666,1,4,10,BR,KP,SC,28.342992822254114,70.87412318933428,8.69890930867723
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,-165818160.41831717,-71001836.18429461,-99309306.29528514,180379940.86387813,123309651.4234294,-82049644.50608465,295608756.92806035,148112843.12220374,148112843.12220374,180379940.86387813,162446252.20493436,1,5,7,BR,LA,NL,47.60449278033191,-19.448994527245645,15.003758250407133
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,61094076.57609955,-23501360.670201536,142028021.5774481,65458384.841341846,-103611341.82861675,-129550029.85276504,54267690.11328213,165887071.19718155,65458384.841341846,165887071.19718155,130063809.55574818,1,5,8,BR,LA,OV,38.0346226530854,-15.841589412424554,17.75681151359841
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,24830221.94962783,18750417.656198494,13727135.99457621,31114596.001710515,-67341584.24219622,-171802118.75580868,182575032.68476063,184528742.95684615,31114596.001710515,184528742.95684615,124829770.52909261,1,5,9,BR,LA,PT,58.984187199443284,-39.863204346758806,21.186315461470915
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,42510989.600596055,153051817.31538653,-196301686.78460917,158845972.62872118,-403545449.5792025,269867170.8605473,-418344029.9105209,485465982.10827965,361119381.6515703,-422919533.1878504,614663221.195508,556118817.6606163,158845972.62872118,556118817.6606163,400143590.7992057,1,5,10,BR,LA,SC,50.649462606616595,-17.981153877698905,16.776144749280334
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-123309651.4234294,82049644.50608465,-295608756.92806035,148112843.12220374,226913018.4453264,47500477.51781335,241336983.2328449,231831432.9515938,-103611341.82861675,-129550029.85276504,54267690.11328213,165887071.19718155,148112843.12220374,231831432.9515938,181943782.42365968,1,7,8,BR,NL,OV,13.01525675286697,90.8239506783058,4.7779391847005614
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-123309651.4234294,82049644.50608465,-295608756.92806035,148112843.12220374,190648486.56139964,89752185.71400355,113036545.48145583,210718533.2821799,-67341584.24219622,-171802118.75580868,182575032.68476063,184528742.95684615,148112843.12220374,210718533.2821799,181120039.7870766,1,7,9,BR,NL,PT,23.75655093010502,88.92623959573699,4.902427925186825
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,-123309651.4234294,82049644.50608465,-295608756.92806035,148112843.12220374,-237685884.28499165,340871163.04786456,-319105631.26855195,415557131.3140256,361119381.6515703,-422919533.1878504,614663221.195508,556118817.6606163,148112843.12220374,556118817.6606163,373262930.69894856,1,7,10,BR,NL,SC,77.97415529550206,9.968693818120986,11.789605853786876
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,103611341.82861675,129550029.85276504,-54267690.11328213,165887071.19718155,-36263742.41813597,42251864.48637213,-128300886.58473204,55680149.66524127,-67341584.24219622,-171802118.75580868,182575032.68476063,184528742.95684615,55680149.66524127,184528742.95684615,135365321.27308965,1,8,9,BR,OV,PT,39.12016604880182,-30.147321106159847,15.74698108245169
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,103611341.82861675,129550029.85276504,-54267690.11328213,165887071.19718155,-464702358.81588435,293367667.92730755,-560344832.9516673,549556976.9133624,361119381.6515703,-422919533.1878504,614663221.195508,556118817.6606163,165887071.19718155,556118817.6606163,423854288.5903867,1,8,10,BR,OV,SC,27.497982269906217,-18.098079170690454,10.38009752467427
2016-12-24 09:38:44.998856,15.868862391305509,43087500000.0,1,0,1,1,67341584.24219622,171802118.75580868,-182575032.68476063,184528742.95684615,-428381578.4962197,251116388.52725762,-432060216.5756197,496558372.5826053,361119381.6515703,-422919533.1878504,614663221.195508,556118817.6606163,184528742.95684615,556118817.6606163,412401977.73335594,1,9,10,BR,PT,SC,37.49374727665568,4.4991858396103055,8.77990938639615
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,61256325.24695908,223660195.92683968,-245379988.6087392,231897004.34631222,-388837164.65626615,-151428641.46392086,-160265394.41388327,417282846.60830826,327670807.640476,-72232325.03437729,405665995.80913633,335537877.0863787,231897004.34631222,417282846.60830826,328239242.6803331,1,2,3,BR,FD,HN,9.469234384666656,7.1169639406668495,3.0013817014253883
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,61256325.24695908,223660195.92683968,-245379988.6087392,231897004.34631222,47670444.07704117,-21269953.532751653,93535535.54832987,52200403.84697923,-108928832.20800884,-202390770.15526918,151845215.60508174,229842368.4402933,52200403.84697923,231897004.34631222,171313258.8778616,1,2,4,BR,FD,KP,71.0490290107147,-8.45726665775955,17.088033944358816
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,61256325.24695908,223660195.92683968,-245379988.6087392,231897004.34631222,-18682603.338626068,-70381259.88220857,48786432.21854993,72818688.60474916,-42574133.28111681,-153279152.76785383,196593263.4124993,159081914.4273458,72818688.60474916,231897004.34631222,154599202.45946905,1,2,5,BR,FD,LA,34.547650010743695,117.83154861107884,11.17677012776549
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,61256325.24695908,223660195.92683968,-245379988.6087392,231897004.34631222,-184746529.91719407,-141488654.9354445,-50670760.3720091,232702212.69228613,123492809.36230028,-82171516.91103712,296047839.27081394,148332842.47143078,148332842.47143078,232702212.69228613,204310686.50334302,1,2,7,BR,FD,NL,45.924987378419964,-3.793519241927108,9.685498944205827
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,61256325.24695908,223660195.92683968,-245379988.6087392,231897004.34631222,42501932.3408158,-93917819.25958905,191025547.50007263,103087201.08325824,-103765240.8916172,-129742456.93511091,54348296.60396389,166133471.48860297,103087201.08325824,231897004.34631222,167039225.63939115,1,2,8,BR,FD,OV,37.17398911538697,138.34085114151418,10.409134683857182
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,61256325.24695908,223660195.92683968,-245379988.6087392,231897004.34631222,6184435.4547673315,-51603212.03764761,62534069.18045738,51972480.54977367,-67441610.03602275,-172057304.9606331,182846220.43275777,184802832.64757407,51972480.54977367,231897004.34631222,156224105.84788665,1,2,9,BR,FD,PT,36.9757734333894,121.60687437173743,10.10856013684271
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,61256325.24695908,223660195.92683968,-245379988.6087392,231897004.34631222,-422804757.2240303,199886316.59382385,-370171194.82498187,467673392.7568657,361655770.1731996,-423547716.53856736,615576210.9525491,556944848.512494,231897004.34631222,556944848.512494,418838415.205224,1,2,10,BR,FD,SC,28.679259366573753,114.5729028400937,6.296284178252814
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,-327670807.640476,72232325.03437729,-405665995.80913633,335537877.0863787,436542248.32840115,130159255.82628052,253783808.8276204,455533276.9983622,-108928832.20800884,-202390770.15526918,151845215.60508174,229842368.4402933,229842368.4402933,455533276.9983622,340304507.5083447,1,3,4,BR,HN,KP,13.531995676608693,9.24441693705804,3.889722197680406
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,-327670807.640476,72232325.03437729,-405665995.80913633,335537877.0863787,370173313.8964927,81047068.53705728,209058701.57466418,378941828.8333472,-42574133.28111681,-153279152.76785383,196593263.4124993,159081914.4273458,159081914.4273458,378941828.8333472,291187206.7823572,1,3,5,BR,HN,LA,18.51710994971612,89.75426429620606,6.7197228225253305
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,-327670807.640476,72232325.03437729,-405665995.80913633,335537877.0863787,204074211.93486363,9937741.035085674,109661276.4328524,204316036.26175812,123492809.36230028,-82171516.91103712,296047839.27081394,148332842.47143078,148332842.47143078,335537877.0863787,229395585.2731892,1,3,7,BR,HN,NL,45.05858587071595,-11.568443913474692,11.955751291863395
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,-327670807.640476,72232325.03437729,-405665995.80913633,335537877.0863787,431411301.950776,57511584.74900426,351274053.5561579,435227864.26331383,-103765240.8916172,-129742456.93511091,54348296.60396389,166133471.48860297,166133471.48860297,435227864.26331383,312299737.6127652,1,3,8,BR,HN,OV,12.196768361915316,123.7150238667387,3.954716011605309
2016-12-24 09:38:44.998856,15.868862391305509,43151500000.0,1,0,2,2,-327670807.640476,72232325.03437729,-405665995.80913633,335537877.0863787,395045209.39710575,99825638.12270992,222796963.25049365,407462728.96328735,-67441610.03602275,-172057304.9606331,182846220.43275777,184802832.64757407,184802832.64757407,407462728.96328735,309267812.89908004,1,3,9,BR,HN,PT,11.625976135399926,101.57890674894736,3.6963217031664066
