utc,gsthour,freq,stokesid,ifid,chid,ch,u,v,w,uvdist,subarray,st1,st2,st1name,st2name,amp,phase,weight,sigma
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,-521845631.999325,-241281439.9996879,-34828095.999954954,574925731.6602709,1,6,8,MK,OV,1.877880672221019,-49.302095942634864,780.7247314453125,0.03578912095886575
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,-655742207.9991518,-203126735.99973726,-44861315.999941975,686482566.5881909,1,6,9,MK,PT,1.6204902020128864,-11.680239768485029,1287.5252685546875,0.02786904709318495
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,-1217081215.9984257,24058905.99996888,209801967.99972865,1217318987.4860747,1,6,10,MK,SC,1.4542260360292882,-15.275854502907404,181.3935089111328,0.07424874699906181
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,303200895.99960786,59982867.99992241,-126608895.99983624,309077219.78246975,1,7,8,NL,OV,2.410877569956288,-5.446595486518473,72.85836029052734,0.11715485840866423
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,169303855.99978098,98137639.99987306,-136645663.99982324,195690551.74213,1,7,9,NL,PT,0.8777132636054542,6.413667568671559,31.750919342041016,0.17746873254014014
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,-392035071.99949294,325323295.9995792,118017311.99984734,509437674.8903417,1,7,10,NL,SC,3.433839815105266,27.716862989402447,9.328276634216309,0.32741554247171206
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,-133896471.99982682,38154707.99995065,-10035469.99998702,139226602.90534243,1,8,9,OV,PT,4.165945015019659,41.783235946469404,150.79208374023438,0.08143493024315782
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,-695235263.9991008,265340463.9996568,244627375.9996836,744148932.7704855,1,8,10,OV,SC,2.0641446487154567,17.605007782799188,246.2572784423828,0.06372435704023661
2016-12-24 14:16:15.002289,20.506526136610045,43007500000.0,1,0,0,0,-561337791.9992739,227185615.99970612,254665103.9996706,605568675.5800583,1,9,10,PT,SC,1.825625451635735,45.1055577387812,140.31130981445312,0.0844216158879801
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,-177921951.99976987,-169185487.99978116,371777599.9995191,245519755.5251563,1,2,3,FD,HN,3.697432023163976,-11.88734320872833,44.273048400878906,0.1502900700656962
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,96596799.99987505,-16568568.99997857,-42301711.99994529,98007444.86478011,1,2,4,FD,KP,4.9108612861548835,-49.56292856120889,18.87691879272461,0.23016243644254794
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,49744703.99993566,-69160199.99991055,19324733.999975003,85191952.90676719,1,2,5,FD,LA,10.013168091763978,21.27650980363332,60.8629150390625,0.128180991157998
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,702465151.9990914,160574863.9997923,-152287087.99980304,720584191.2793108,1,2,6,FD,MK,1.4770722392521423,13.710209481034271,333.61810302734375,0.05474887451278783
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,195647983.99974692,-85972247.9998888,-33526023.999956634,213703909.81289884,1,2,8,FD,OV,3.9348854589500646,-20.578613910367764,166.7630157470703,0.07743728712388077
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,64285631.999916844,-49175355.99993639,-3945870.249994896,80937371.58661142,1,2,9,FD,PT,11.028768256990833,-11.593139431524918,74.03264617919922,0.11622200505443395
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,274516063.99964494,152616895.9998026,-414082847.99946445,314087545.6596006,1,3,4,HN,KP,2.170478214244065,-0.1184556797582492,33.14373016357422,0.17369979573445724
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,227666815.99970552,100025207.99987061,-352454591.99954414,248670909.7237977,1,3,5,HN,LA,2.808131811630808,33.596715582950296,17.002235412597656,0.2425196805149125
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,880272767.9988614,329762047.99957347,-524116607.99932206,940012316.0795556,1,3,6,HN,MK,1.3569849943364527,37.22739310044187,91.44197082519531,0.10457484056753608
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,373483167.9995169,83214519.99989237,-405343967.9994757,382641259.03745383,1,3,8,HN,OV,2.7038250794648966,4.6624901850885765,115.57479095458984,0.0930183093416181
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,242206751.99968672,120010103.99984477,-375725727.999514,270308223.6564239,1,3,9,HN,PT,3.2432146596045914,4.214982351618744,100.16085815429688,0.0999196678255105
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,-46851887.9999394,-52591587.999931976,61626467.999920286,70434185.85824254,1,4,5,KP,LA,3.6860410385391256,62.751603640492995,31.665870666503906,0.17770689683732374
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,605882047.9992163,177142399.99977085,-109953847.99985777,631246771.0534475,1,4,6,KP,MK,1.9231043372500214,31.02403942376191,168.20338439941406,0.07710501660563975
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,99062047.99987188,-69404527.99991022,8800706.999988617,120955685.52498573,1,4,8,KP,OV,9.702533630887697,-23.31440607634617,12.426352500915527,0.2836796388843085
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,-32310981.99995821,-32606781.999957822,38356043.99995039,45904267.668642715,1,4,9,KP,PT,7.239599606717743,50.61858930544069,8.326393127441406,0.34655450114788294
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,652712959.9991558,229734511.99970284,-171595423.99977803,691962538.1150348,1,5,6,LA,MK,1.6736414918294764,10.253563959991885,150.8098602294922,0.0814301305907272
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,145897647.9998113,-16812511.999978255,-52837707.999931656,146863148.0379821,1,5,8,LA,OV,3.804879410651526,-20.999707982845464,189.6394500732422,0.07261655745090742
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,14540773.999981191,19984841.99997415,-23270519.9999699,24714935.12600144,1,5,9,LA,PT,9.700012052258417,-31.556991477154366,60.00023651123047,0.12909919042876147
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,-506819167.9993444,-246546607.9996811,118746335.9998464,563605268.7543793,1,6,8,MK,OV,1.6336099718035066,-58.977680804113085,313.38922119140625,0.05648823073533816
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,-638180031.9991745,-209749487.9997287,148320255.99980813,671765287.1045182,1,6,9,MK,PT,1.6969323988352685,-7.774545696749448,319.9417724609375,0.05590678609791658
2016-12-24 15:23:45.002289,21.634606277325975,43007500000.0,1,0,0,0,-131362975.99983008,36797479.999952406,29563587.99996176,136419522.0556018,1,8,9,OV,PT,4.196962595473984,43.26858303678364,197.6348876953125,0.07113251995226369
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-177280703.99977067,-169196079.99978116,372079103.9995187,245062770.52613816,1,2,3,FD,HN,3.682861774864275,-9.590878323175854,88.99703979492188,0.10600155085984037
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,49781935.999935605,-69157303.99991055,19239079.999975115,85211348.12005809,1,2,5,FD,LA,9.96894045041881,21.33195132879245,129.23316955566406,0.08796562688816399
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,702245887.9990916,160608271.99979225,-153260575.99980175,720377889.8927923,1,2,6,FD,MK,1.4193756143780605,13.498118379443003,1671.684814453125,0.024458104786335255
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-56488407.99992694,-148812063.9998075,176100639.9997722,159172769.75113872,1,2,7,FD,NL,2.6724059332582777,27.10878556293444,6.10685920715332,0.40466071657775704
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,195603167.99974698,-85962559.99988882,-33811355.999956265,213658983.08583176,1,2,8,FD,OV,4.000506403782927,-21.850611145867965,441.6858825683594,0.04758206006130348
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,64281651.99991686,-49171571.999936394,-4056490.2499947534,80931911.36247398,1,2,9,FD,PT,10.942385041386673,-11.367853309752022,125.37994384765625,0.0893070953548838
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-399883871.99948275,172718575.99977657,404472479.99947685,435590194.5414856,1,2,10,FD,SC,3.4781066940591536,52.02524716642586,128.4844512939453,0.08822155591458286
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,227063887.9997063,100038535.9998706,-352839647.99954355,248124400.08701396,1,3,5,HN,LA,2.9401820084970263,28.418401125041626,47.31364440917969,0.1453807145910631
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,879526975.9988623,329804159.9995734,-525340607.9993205,939328741.9549811,1,3,6,HN,MK,1.281971600717849,38.919658634224724,366.2444152832031,0.052253392818460476
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,120793303.99984376,20383739.999973636,-195977967.9997465,122501098.55664639,1,3,7,HN,NL,2.8830326097312495,-14.532333031821791,3.532564640045166,0.5320530550695428
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,372885247.9995177,83233359.99989234,-405890143.999475,382061775.6234369,1,3,8,HN,OV,2.671834995074966,3.496635683602451,166.31590270996094,0.07754130598672127
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,241562543.99968755,120024263.99984474,-376135583.99951345,269737440.13819325,1,3,9,HN,PT,3.218492457591658,1.8387264118839335,263.1287841796875,0.06164754985358571
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-222601087.99971205,341913247.99955773,32394639.999958098,407990089.99761575,1,3,10,HN,SC,2.2296976147898713,-19.95485059970777,54.46236801147461,0.13550388276473374
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,652464063.9991561,229765551.9997028,-172497759.99977687,691738074.4877521,1,5,6,LA,MK,1.6301504318383258,9.816465527297694,308.458251953125,0.056937946951383114
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-106270887.99986255,-79654815.99989697,156861327.9997971,132809605.6324872,1,5,7,LA,NL,3.7629822519038285,10.45276702442161,4.716942310333252,0.460436472077031
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,145821455.99981138,-16805219.999978263,-53050015.99993138,146786622.17365927,1,5,8,LA,OV,3.881549488581964,-22.95398369485723,176.26675415039062,0.07532077784128277
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,14499687.999981245,19985711.999974146,-23295401.99996987,24691489.14591242,1,5,9,LA,PT,9.883458710427137,-30.333728211147385,131.15936279296875,0.08731731062375918
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-449667039.9994184,241875823.99968714,385231935.9995017,510592167.09362686,1,5,10,LA,SC,3.963654218094658,34.966168780249134,111.1587142944336,0.09484801417743761
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-758735039.9990185,-309420511.99959975,329359839.999574,819402168.7598872,1,6,7,MK,NL,1.4272597813665369,-42.9676362624817,37.40327072143555,0.16351033550894453
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-506642911.9993447,-246570671.9996811,119447127.9998455,563457306.7851282,1,6,8,MK,OV,1.710652172843379,-56.820787847503,883.8119506835938,0.03363721763658856
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-637963839.9991748,-209779759.99972868,149203919.99980703,671569362.6514215,1,6,9,MK,PT,1.637483214193732,-10.40829537786225,1580.0262451171875,0.025157521328497977
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-1102131327.9985743,12110304.999984335,557729215.9992785,1102197860.4783688,1,6,10,MK,SC,0.8627127393030798,-13.983672758175308,645.0535888671875,0.03937332594472135
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,252092351.99967393,62849595.99991871,-209911423.9997285,259808825.20438084,1,7,8,NL,OV,2.7194540751968614,11.383617887844627,19.063791275024414,0.2290315766698989
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,120770135.99984379,99640343.99987112,-180156895.99976698,156568272.33457428,1,7,9,NL,PT,2.553854544555206,-37.0817626589818,25.583938598632812,0.19770438320718034
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-343395455.9995558,321530399.99958414,228371119.99970463,470427717.42854977,1,7,10,NL,SC,4.195773643366586,16.638023626900452,6.272234916687012,0.3992903755186269
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-131321575.99983014,36790911.99995241,29754997.999961514,136377885.04324082,1,8,9,OV,PT,4.15215953460861,42.97727617210357,376.0426025390625,0.051568140941248626
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-595488895.9992298,258680959.9996654,438281343.9994331,649247922.0796398,1,8,10,OV,SC,1.680271122800086,44.78359031124723,263.60174560546875,0.061592220168106004
2016-12-24 15:24:14.994965,21.642960386506118,43007500000.0,1,0,0,0,-464165695.9993996,221890031.999713,408528511.9994716,514475441.2442257,1,9,10,PT,SC,3.357063034093671,45.949933322679705,294.8962707519531,0.05823248986119197
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,-176486031.9997717,-169209039.99978113,372450815.9995182,244497482.00885832,1,2,3,FD,HN,3.6158289158966466,-11.43158167423809,68.0492935180664,0.12122388259821847
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,49827467.999935545,-69153703.99991055,19133797.999975253,85235035.89599669,1,2,5,FD,LA,9.91366146340458,21.69246251444775,83.21407318115234,0.10962298150686188
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,701908735.9990921,160659167.9997922,-154743471.99979985,720060582.1278017,1,2,6,FD,MK,1.4676680647350173,14.575893180943986,955.5938720703125,0.032349183387785294
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,-56105963.99992743,-148816207.9998075,176219423.99977204,159041324.69205332,1,2,7,FD,NL,2.8316033176139532,26.57491514240533,16.07364273071289,0.24942664463335137
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,195537551.99974707,-85948407.99988882,-34224559.99995573,213593218.71203947,1,2,8,FD,OV,3.9618976854783745,-22.707731708898162,515.3714599609375,0.04404938178587043
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,64276479.99991686,-49166919.99993641,-4192098.9999945774,80924977.00623621,1,2,9,FD,PT,10.955190322575374,-10.669244492654865,52.62958526611328,0.1378430982900379
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,226312927.99970725,100055015.99987058,-353317343.999543,247444029.2400183,1,3,5,HN,LA,3.0039909151357476,26.51355880834658,52.5175666809082,0.13799002782990522
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,878395007.9988638,329867807.99957335,-527191455.99931806,938291298.4951782,1,3,6,HN,MK,1.2522518046195203,38.01451602446723,215.88160705566406,0.06806003668053276
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,120379335.9998443,20392529.999973625,-196231727.9997462,122094388.96019438,1,3,7,HN,NL,2.961757343081431,-2.3705234618415827,3.4416520595550537,0.5390344459423493
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,372023679.9995188,83260439.99989231,-406674687.999474,381226860.73958635,1,3,8,HN,OV,2.674017306871324,6.555707769184844,168.0058135986328,0.07715034010833285
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,240762543.99968857,120041815.99984473,-376642879.9995128,269029069.39909405,1,3,9,HN,PT,3.2467483401649098,2.2224696583498362,163.11741638183594,0.07829784930814757
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,652081087.9991566,229812895.99970275,-173878031.9997751,691392589.2674394,1,5,6,LA,MK,1.5917493572895436,11.634193657286259,327.8919372558594,0.055224860966744845
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,-105933223.99986297,-79662583.99989696,157085631.9997968,132544238.79047246,1,5,7,LA,NL,4.244383045805916,21.73866157872031,4.34682035446167,0.47963863017767816
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,145710031.99981153,-16794623.999978278,-53358575.999930985,146674717.728335,1,5,8,LA,OV,3.8481205468259687,-21.15297708649267,220.6702880859375,0.06731751394924662
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,14448982.99998131,19986771.99997415,-23325991.999969825,24662606.608237896,1,5,9,LA,PT,9.846092309326536,-31.044865938778482,64.04586791992188,0.12495523117191722
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,-758014911.9990195,-309475647.9995997,330962719.9995719,818756241.8190492,1,6,7,MK,NL,1.687020389349463,-38.121122016753745,27.430356979370117,0.19093443931288148
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,-506371071.999345,-246607423.99968103,120518775.99984412,563228980.1932464,1,6,8,MK,OV,1.698967149144949,-58.330448061622754,1389.451904296875,0.026827378759004376
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,-637631999.9991752,-209826031.9997286,150551135.99980527,671268598.3477101,1,6,9,MK,PT,1.6559342083156905,-9.931494405657599,1187.680908203125,0.029016839821478374
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,251643519.99967453,62867939.999918684,-210443871.9997278,259377792.10576212,1,7,8,NL,OV,1.885780679327321,26.287408130277328,18.949935913085938,0.22971858221211214
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,120382455.9998443,99649143.99987112,-180411423.99976662,156275038.35373548,1,7,9,NL,PT,2.762176959820956,-40.52971044046819,32.919822692871094,0.17428951295625142
2016-12-24 15:24:44.997940,21.651317364352316,43007500000.0,1,0,0,0,-131261087.99983022,36781391.99995243,30032417.999961153,136317071.6394441,1,8,9,OV,PT,4.206505416396321,43.36017169220847,466.0477294921875,0.04632173329790545
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-175631615.99977282,-169222927.99978113,372848447.99951774,243891090.2421627,1,2,3,FD,HN,3.650613727809865,-10.618018403498345,95.57667541503906,0.10228784762375746
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,49875923.999935485,-69149863.99991055,19021133.9999754,85260257.36563,1,2,5,FD,LA,10.009778292317662,21.510143066047327,122.14801025390625,0.0904808770333947
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,701545023.9990926,160713551.99979213,-156328047.9997978,719718185.468644,1,2,6,FD,MK,1.429079373817389,15.824652119076799,1005.6381225585938,0.03153400525853303
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-55696367.99992795,-148820623.9998075,176345695.9997719,158901427.10521978,1,2,7,FD,NL,2.7636576095196337,28.85998714263514,8.863273620605469,0.33589452239144846
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,195466367.9997472,-85933287.99988885,-34666315.99995516,213521968.43763974,1,2,8,FD,OV,3.9720570270111337,-22.771331878831766,466.67498779296875,0.04629059228704047
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,64270575.99991687,-49161947.99993641,-4337369.99999439,80917266.82550234,1,2,9,FD,PT,10.931798384811383,-11.349754848334609,85.77413177490234,0.1079746573796955
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-398138623.999485,172658431.99977666,406216351.9994746,433964627.66085535,1,2,10,FD,SC,3.600559407369262,52.45667109096057,73.8202896118164,0.11638905114872
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,225506847.9997083,100072663.99987057,-353827359.9995423,246714159.6560573,1,3,5,HN,LA,2.8314208599388273,25.097475224012666,41.843875885009766,0.15459094335794274
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,877177343.9988655,329935967.99957323,-529173023.99931556,937175456.2539073,1,3,6,HN,MK,1.1380226675843896,39.981626859882454,207.0474395751953,0.0694968416137785
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,119934359.99984486,20401933.99997361,-196503215.99974582,121657262.91311862,1,3,7,HN,NL,2.9734154351120115,-15.07110935870603,2.8915655612945557,0.5880760303772111
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,371097759.99952,83289431.99989226,-407513599.99947286,380329695.07984257,1,3,8,HN,OV,2.665426975368889,8.523637013688127,168.41958618164062,0.07705551050079927
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,239901887.9996897,120060631.9998447,-377185407.99951214,268267536.6532779,1,3,9,HN,PT,3.2257235434435243,3.8796636400850066,183.9149627685547,0.07373801938635476
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-222508735.9997122,341879711.9995578,33366005.999956843,407911602.03295296,1,3,10,HN,SC,2.340748966534126,-25.563763929154167,48.462242126464844,0.14364755834604667
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,651668799.9991571,229863471.99970266,-175350255.99977317,691020579.0366156,1,5,6,LA,MK,1.7158748188508282,7.3501543438363885,401.2565612792969,0.04992164946974972
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-105572023.99986343,-79670871.99989694,157324559.9997965,132260727.71859266,1,5,7,LA,NL,3.3101542693127626,15.117565280443362,2.9204230308532715,0.5851633501610652
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,145590431.99981168,-16783315.999978293,-53687711.99993056,146554609.56874374,1,5,8,LA,OV,3.8913837333077663,-20.952573275778494,136.42486572265625,0.08561566464330578
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,14394695.99998138,19987899.999974146,-23358563.999969788,24631756.318639692,1,5,9,LA,PT,9.786234386977405,-30.919020111783944,102.56089782714844,0.09874363098360399
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-448013855.99942046,241808111.99968722,387195679.99949914,509104682.9447975,1,5,10,LA,SC,4.04344111663514,36.96718694891534,37.60418701171875,0.1630729388843856
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-757241663.9990205,-309534495.99959964,332673535.9995697,818062676.0277793,1,6,7,MK,NL,1.746041528994208,-35.3636602372132,22.691801071166992,0.20992565463883925
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-506078463.9993454,-246646671.999681,121662095.99984263,562983119.2251282,1,6,8,MK,OV,1.662354351657021,-59.18375095692679,1213.806396484375,0.028702867692915815
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-637274175.9991757,-209875519.9997285,151991199.99980342,670944192.3815906,1,6,9,MK,PT,1.6810112835436497,-9.307555518100948,1543.321533203125,0.02545492326277826
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-1099683839.9985776,11944755.999984551,562543295.9992723,1099748710.0014787,1,6,10,MK,SC,0.8155817573846661,-15.839273981053562,718.49267578125,0.037306871161518755
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,251162607.99967512,62887515.999918655,-211011935.99972707,258916000.52109274,1,7,8,NL,OV,2.1424573112630947,17.703686202006526,15.483217239379883,0.2541378762679768
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,119966847.99984483,99658535.99987109,-180683007.99976626,155961111.87297773,1,7,9,NL,PT,2.725953858709069,-37.85520289100573,32.09586715698242,0.1765124906739703
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-342442207.999557,321478783.99958414,229870511.99970266,469697002.7384284,1,7,10,NL,SC,4.351587516981384,16.90729407214771,4.1549272537231445,0.49058954402489835
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-131195695.9998303,36771203.999952435,30329047.999960773,136251356.29595032,1,8,9,OV,PT,4.2255819109191455,43.258623666104796,401.2663879394531,0.04992103819741054
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-593605119.9992322,258591343.9996655,440882367.9994297,647484765.5975052,1,8,10,OV,SC,1.789234909337431,44.56617593855636,195.34426879882812,0.07154835662290292
2016-12-24 15:25:15.000916,21.659674342477036,43007500000.0,1,0,0,0,-462408895.99940187,221820207.9997131,410553503.999469,512860791.8104304,1,9,10,PT,SC,3.2561713319856134,45.88313931517721,101.73646545410156,0.09914291351730252
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,-174801791.9997739,-169236207.9997811,373232255.9995172,243303433.15390635,1,2,3,FD,HN,3.6310922126668443,-12.36954259362027,88.95011901855469,0.10602950483782617
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,49922523.999935426,-69146135.99991056,18912033.99997554,85284503.43551435,1,2,5,FD,LA,9.883510426345993,21.46566397812188,77.90107727050781,0.11329957173958771
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,701189503.999093,160766159.99979204,-157861871.9997958,719383401.754289,1,2,6,FD,MK,1.4465369719046417,16.82530259986047,788.5421142578125,0.035611277492643964
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,-55299495.999928474,-148824879.9998075,176466959.9997717,158766744.5178719,1,2,7,FD,NL,2.660089804699616,28.62485578087351,10.081192016601562,0.3149517723170723
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,195396511.99974725,-85918591.99988887,-35093591.9999546,213452105.52466035,1,2,8,FD,OV,4.021559260538812,-22.897518320832205,278.9747314453125,0.05987114528413033
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,64264607.999916874,-49157119.99993642,-4477925.499994208,80909593.30061626,1,2,9,FD,PT,10.98871652013923,-11.439553327675021,71.59574890136719,0.11818337330781582
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,-397262911.99948615,172628399.9997767,407085727.99947345,433149380.3952562,1,2,10,FD,SC,3.6325410512282463,49.540710666343955,91.11529541015625,0.10476213878021703
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,224723951.9997093,100089799.99987052,-354320383.99954176,246005737.05989408,1,3,5,HN,LA,2.856091418230937,24.514543262711502,29.972597122192383,0.1826576273045728
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,875990911.9988669,330002047.9995732,-531094175.999313,936088366.335422,1,3,6,HN,MK,1.3789994668607457,36.309373149679146,229.81932067871094,0.06596396182962022
2016-12-24 15:25:44.993591,21.668028451378795,43007500000.0,1,0,0,0,119501935.99984542,20411041.9999736,-196765471.9997455,121232517.6808427,1,3,7,HN,NL,4.273053311685098,-19.364874459756766,2.613253116607666,0.6185990682081222
